,date,Pfizer,COVID-19,Vaccines
2022-03-24,,8,16.0,3.0
2022-03-25,,6,13.0,3.0
2022-03-26,,5,11.0,2.0
2022-03-27,,4,12.0,2.0
2022-03-28,,6,14.0,2.0
2022-03-29,,7,15.0,3.0
2022-03-30,,9,15.0,3.0
2022-03-31,,8,13.0,3.0
2022-04-01,,6,11.0,3.0
2022-04-02,,5,10.0,2.0
2022-04-03,,4,11.0,2.0
2022-04-04,,5,13.0,3.0
2022-04-05,,5,13.0,3.0
2022-04-06,,6,13.0,3.0
2022-04-07,,6,12.0,3.0
2022-04-08,,5,11.0,2.0
2022-04-09,,4,10.0,2.0
2022-04-10,,3,10.0,2.0
2022-04-11,,5,11.0,2.0
2022-04-12,,5,12.0,3.0
2022-04-13,,5,10.0,2.0
2022-04-14,,5,10.0,3.0
2022-04-15,,4,10.0,2.0
2022-04-16,,3,10.0,2.0
2022-04-17,,3,10.0,2.0
2022-04-18,,5,13.0,3.0
2022-04-19,,5,12.0,3.0
2022-04-20,,5,10.0,3.0
2022-04-21,,5,12.0,3.0
2022-04-22,,4,11.0,3.0
2022-04-23,,4,9.0,2.0
2022-04-24,,4,10.0,2.0
2022-04-25,,5,11.0,3.0
2022-04-26,,5,11.0,3.0
2022-04-27,,5,12.0,3.0
2022-04-28,,4,11.0,3.0
2022-04-29,,4,11.0,2.0
2022-04-30,,4,10.0,2.0
2022-05-01,,3,10.0,2.0
2022-05-02,,4,9.0,3.0
2022-05-03,,5,10.0,3.0
2022-05-04,,6,10.0,3.0
2022-05-05,,7,10.0,3.0
2022-05-06,,7,9.0,2.0
2022-05-07,,5,9.0,2.0
2022-05-08,,5,9.0,2.0
2022-05-09,,5,10.0,3.0
2022-05-10,,6,10.0,3.0
2022-05-11,,6,10.0,3.0
2022-05-12,,5,10.0,2.0
2022-05-13,,5,10.0,2.0
2022-05-14,,3,9.0,2.0
2022-05-15,,3,9.0,2.0
2022-05-16,,4,10.0,2.0
2022-05-17,,5,11.0,3.0
2022-05-18,,5,10.0,2.0
2022-05-19,,4,10.0,3.0
2022-05-20,,4,10.0,2.0
2022-05-21,,3,8.0,2.0
2022-05-22,,3,9.0,2.0
2022-05-23,,4,10.0,3.0
2022-05-24,,4,10.0,3.0
2022-05-25,,4,9.0,3.0
2022-05-26,,4,10.0,2.0
2022-05-27,,4,9.0,2.0
2022-05-28,,3,8.0,2.0
2022-05-29,,3,9.0,2.0
2022-05-30,,3,9.0,2.0
2022-05-31,,4,10.0,2.0
2022-06-01,,4,10.0,2.0
2022-06-02,,4,10.0,2.0
2022-06-03,,3,9.0,2.0
2022-06-04,,3,9.0,2.0
2022-06-05,,2,9.0,2.0
2022-06-06,,3,9.0,2.0
2022-06-07,,4,10.0,2.0
2022-06-08,,4,10.0,2.0
2022-06-09,,4,10.0,2.0
2022-06-10,,3,9.0,2.0
2022-06-11,,3,9.0,2.0
2022-06-12,,2,9.0,2.0
2022-06-13,,4,10.0,2.0
2022-06-14,,4,9.0,2.0
2022-06-15,,4,9.0,2.0
2022-06-16,,4,10.0,2.0
2022-06-17,,4,9.0,2.0
2022-06-18,,3,8.0,2.0
2022-06-19,,2,8.0,2.0
2022-06-20,,4,10.0,2.0
2022-06-21,,4,10.0,3.0
2022-06-22,,5,9.0,3.0
2022-06-23,,4,9.0,3.0
2022-06-24,,4,9.0,2.0
2022-06-25,,3,8.0,2.0
2022-06-26,,3,9.0,2.0
2022-06-27,,4,9.0,2.0
2022-06-28,,4,10.0,2.0
2022-06-29,,4,10.0,2.0
2022-06-30,,4,9.0,2.0
2022-06-30,,37,80.0,20.0
2022-07-01,,32,80.0,20.0
2022-07-02,,24,72.0,16.0
2022-07-03,,18,72.0,16.0
2022-07-04,,27,100.0,15.0
2022-07-05,,32,79.0,21.0
2022-07-06,,37,82.0,21.0
2022-07-07,,40,79.0,21.0
2022-07-08,,37,76.0,19.0
2022-07-09,,25,70.0,17.0
2022-07-10,,21,72.0,15.0
2022-07-11,,38,83.0,22.0
2022-07-12,,36,79.0,21.0
2022-07-13,,37,81.0,21.0
2022-07-14,,37,82.0,23.0
2022-07-15,,35,79.0,21.0
2022-07-16,,23,75.0,17.0
2022-07-17,,21,74.0,18.0
2022-07-18,,31,86.0,21.0
2022-07-19,,34,76.0,21.0
2022-07-20,,33,78.0,23.0
2022-07-21,,33,87.0,23.0
2022-07-22,,33,82.0,23.0
2022-07-23,,23,77.0,19.0
2022-07-24,,20,70.0,18.0
2022-07-25,,28,74.0,21.0
2022-07-26,,29,82.0,25.0
2022-07-27,,31,82.0,20.0
2022-07-28,,33,80.0,21.0
2022-07-29,,30,70.0,19.0
2022-07-30,,20,66.0,17.0
2022-07-31,,19,61.0,16.0
2022-08-01,,29,80.0,21.0
2022-08-02,,30,80.0,23.0
2022-08-03,,29,70.0,22.0
2022-08-04,,29,73.0,21.0
2022-08-05,,27,65.0,22.0
2022-08-06,,19,61.0,18.0
2022-08-07,,17,63.0,16.0
2022-08-08,,29,68.0,22.0
2022-08-09,,30,66.0,22.0
2022-08-10,,30,66.0,22.0
2022-08-11,,27,63.0,22.0
2022-08-12,,24,61.0,23.0
2022-08-13,,17,55.0,19.0
2022-08-14,,16,56.0,16.0
2022-08-15,,27,63.0,23.0
2022-08-16,,30,65.0,22.0
2022-08-17,,30,66.0,22.0
2022-08-18,,30,67.0,24.0
2022-08-19,,25,62.0,19.0
2022-08-20,,17,55.0,14.0
2022-08-21,,17,56.0,14.0
2022-08-22,,25,68.0,18.0
2022-08-23,,27,68.0,19.0
2022-08-24,,26,82.0,19.0
2022-08-25,,25,68.0,20.0
2022-08-26,,39,65.0,19.0
2022-08-27,,31,53.0,13.0
2022-08-28,,18,56.0,15.0
2022-08-29,,25,67.0,19.0
2022-08-30,,25,71.0,19.0
2022-08-31,,26,64.0,19.0
2022-09-01,,26,65.0,20.0
2022-09-02,,26,63.0,20.0
2022-09-03,,19,55.0,17.0
2022-09-04,,16,57.0,14.0
2022-09-05,,19,65.0,16.0
2022-09-06,,28,62.0,20.0
2022-09-07,,27,67.0,22.0
2022-09-08,,25,68.0,21.0
2022-09-09,,25,57.0,21.0
2022-09-10,,18,55.0,17.0
2022-09-11,,17,57.0,16.0
2022-09-12,,28,66.0,24.0
2022-09-13,,29,65.0,23.0
2022-09-14,,30,66.0,25.0
2022-09-15,,29,69.0,24.0
2022-09-16,,30,60.0,21.0
2022-09-17,,21,54.0,17.0
2022-09-18,,18,56.0,16.0
2022-09-19,,30,65.0,22.0
2022-09-20,,27,65.0,20.0
2022-09-21,,28,71.0,23.0
2022-09-22,,27,66.0,21.0
2022-09-23,,28,58.0,20.0
2022-09-24,,20,52.0,15.0
2022-09-25,,21,52.0,16.0
2022-09-26,,30,62.0,20.0
2022-09-27,,28,64.0,23.0
2022-09-28,,29,69.0,22.0
2022-09-29,,26,60.0,21.0
2022-09-30,,25,55.0,18.0
2022-10-01,,18,45.0,15.0
2022-10-02,,16,48.0,15.0
2022-10-03,,27,58.0,20.0
2022-10-04,,28,54.0,22.0
2022-10-05,,25,58.0,21.0
2022-10-06,,28,57.0,20.0
2022-10-07,,31,53.0,20.0
2022-10-08,,22,47.0,17.0
2022-10-09,,20,49.0,19.0
2022-10-10,,28,58.0,28.0
2022-10-11,,36,61.0,26.0
2022-10-12,,72,61.0,25.0
2022-10-13,,78,58.0,27.0
2022-10-14,,61,55.0,25.0
2022-10-15,,45,48.0,19.0
2022-10-16,,36,48.0,17.0
2022-10-17,,42,59.0,23.0
2022-10-18,,42,59.0,21.0
2022-10-19,,39,59.0,26.0
2022-10-20,,35,57.0,29.0
2022-10-21,,34,50.0,23.0
2022-10-22,,28,42.0,17.0
2022-10-23,,25,44.0,15.0
2022-10-24,,37,53.0,22.0
2022-10-25,,34,51.0,25.0
2022-10-26,,35,53.0,24.0
2022-10-27,,34,52.0,24.0
2022-10-28,,30,46.0,21.0
2022-10-29,,22,42.0,17.0
2022-10-30,,20,43.0,14.0
2022-10-31,,26,50.0,19.0
2022-11-01,,31,48.0,20.0
2022-11-02,,28,50.0,21.0
2022-11-03,,29,53.0,21.0
2022-11-04,,29,47.0,20.0
2022-11-05,,20,42.0,16.0
2022-11-06,,17,44.0,15.0
2022-11-07,,26,54.0,20.0
2022-11-08,,26,52.0,19.0
2022-11-09,,24,55.0,18.0
2022-11-10,,27,52.0,19.0
2022-11-11,,25,49.0,17.0
2022-11-12,,20,43.0,15.0
2022-11-13,,18,47.0,15.0
2022-11-14,,26,53.0,20.0
2022-11-15,,30,51.0,22.0
2022-11-16,,32,54.0,20.0
2022-11-17,,29,53.0,17.0
2022-11-18,,27,48.0,18.0
2022-11-19,,19,42.0,13.0
2022-11-20,,15,42.0,13.0
2022-11-21,,20,51.0,18.0
2022-11-22,,25,48.0,17.0
2022-11-23,,25,48.0,16.0
2022-11-24,,20,47.0,15.0
2022-11-25,,19,41.0,14.0
2022-11-26,,15,37.0,14.0
2022-11-27,,15,41.0,14.0
2022-11-28,,21,50.0,18.0
