type,fund,fund_size,beneficial_units,total_beneficiaries
AC23,PGIM保德信美元高收益債券基金-新臺幣N累積型,"102,174,911","10,117,000.00",1
,(本基金主要投資於非投資等級之高風險債券),,,
AC23,PGIM保德信美元高收益債券基金-新臺幣月配息型,"228,596,776","23,069,756.09",49
,(本基金主要投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,PGIM保德信美元高收益債券基金-新臺幣N月配息型,"201,142,915","20,299,137.48",1
,(本基金主要投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,PGIM保德信美元高收益債券基金-美元累積型,"528,854,259","1,885,272.32",34
,(本基金主要投資於非投資等級之高風險債券),,,
AC23,PGIM保德信美元高收益債券基金-美元N累積型,"157,322,527","560,827.56",1
,(本基金主要投資於非投資等級之高風險債券),,,
AC23,PGIM保德信美元高收益債券基金-美元月配息型,"221,352,006","804,331.71",6
,(本基金主要投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,PGIM保德信美元高收益債券基金-美元N月配息型,"291,365,221","1,058,741.30",1
,(本基金主要投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,PGIM保德信美元高收益債券基金-人民幣累積型,"62,343,753","1,402,910.72",11
,(本基金主要投資於非投資等級之高風險債券),,,
AC23,PGIM保德信美元高收益債券基金-人民幣月配息型,"37,382,896","861,805.35",2
,(本基金主要投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,PGIM保德信四到六年機動到期新興金融基礎建設債券基金-新臺幣累積型,"77,968,970","8,509,981.20",35
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,PGIM保德信四到六年機動到期新興金融基礎建設債券基金-新臺幣季配型,"68,504,383","7,476,967.90",2
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,PGIM保德信四到六年機動到期新興金融基礎建設債券基金-美元累積型,"310,772,566","1,225,138.76",6
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,PGIM保德信四到六年機動到期新興金融基礎建設債券基金-美元季配型,"452,361,334","1,783,315.09",2
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,PGIM保德信四到六年機動到期新興金融基礎建設債券基金-人民幣累積型,"101,396,924","2,521,501.01",7
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,PGIM保德信四到六年機動到期新興金融基礎建設債券基金-人民幣季配型,"218,850,333","5,442,287.90",2
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,PGIM保德信四到六年機動到期新興金融基礎建設債券基金-南非幣累積型,"74,740,789","4,576,221.27",2
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,PGIM保德信四到六年機動到期新興金融基礎建設債券基金-南非幣季配型,"153,115,233","9,374,921.66",2
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AA1,PGIM保德信金滿意基金,"8,420,511,301","111,569,553.00","7,670"
AA1,PGIM保德信金滿意基金-R級別,"2,377,957","216,743.30",1
AA2,PGIM保德信亞太基金,"762,690,084","32,263,787.80","2,619"
AD1,PGIM保德信貨幣市場基金,"20,706,881,193","1,294,850,116.50",949
AA1,PGIM保德信店頭市場基金,"1,093,200,279","14,618,915.00","2,874"
AA2,PGIM保德信全球中小基金-新臺幣,"616,605,661","17,254,954.30","1,641"
AA2,PGIM保德信全球中小基金-美元,0,0.00,0
保德信投信,,"84,416,144,691","3,832,000,901.52","80,619"
AA1,統一全天候基金-A類型,"4,831,330,187","20,017,563.76","10,056"
AA1,統一全天候基金-I類型,"521,775,196","2,118,530.39",2
AA1,統一大滿貫基金-A類型,"8,591,059,332","133,359,903.30","17,768"
AA1,統一大滿貫基金-I類型,0,0.00,0
AA2,統一亞太基金,"593,504,626","14,416,539.15","2,468"
AA2,統一大龍印基金,"1,039,474,905","44,030,297.40","4,265"
AA2,統一大中華中小基金(新台幣),"1,156,386,775","50,528,504.62","3,429"
AA2,統一大中華中小基金(美元),"36,882,528","77,184.15",15
AA2,統一大中華中小基金(人民幣),"24,303,058","319,643.06",14
AA2,統一新亞洲科技能源基金,"1,270,385,363","31,653,232.11","3,743"
AA2,統一亞洲大金磚基金,"251,687,458","13,784,843.47",921
AC21,統一新興市場企業債券基金-累積型,"96,667,028","9,401,849.68",173
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,統一新興市場企業債券基金-月配型,"184,372,819","26,955,766.47",288
,(本基金有相當比重投資於非投資等級之高風險債券且基金配息來源可能為本金),,,
AA2,統一大龍騰中國基金(新台幣),"1,860,162,344","99,626,602.39","4,498"
AA2,統一大龍騰中國基金(美元),"110,828,605","218,468.40",26
AA2,統一大龍騰中國基金(人民幣),"95,663,253","1,186,955.50",14
AC23,統一中國高收益債券基金-累積型(新台幣),"125,997,350","12,674,434.35",156
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,統一中國高收益債券基金-月配型(新台幣),"108,434,279","15,474,067.48",206
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,統一中國高收益債券基金-累積型(美元),"4,002,996","13,021.37",8
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,統一中國高收益債券基金-月配型(美元),"9,551,955","44,863.25",19
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,統一中國高收益債券基金-累積型(人民幣),"5,006,260","103,621.02",7
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,統一中國高收益債券基金-月配型(人民幣),"9,913,232","293,545.67",14
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AA2,統一全球新科技基金(新台幣),"3,860,202,206","108,494,762.04","8,932"
AA2,統一全球新科技基金(美元),"945,202,276","825,389.30",88
AA2,統一全球新科技基金(人民幣),"375,904,067","2,123,990.82",32
AJ2,統一全球動態多重資產基金-累積型(新台幣),"574,808,225","46,840,692.77",926
,(本基金有相當比重 投資於非投資等級之高風險債券),,,
AJ2,統一全球動態多重資產基金-月配型(新台幣),"200,017,173","19,597,618.99",207
,(本基金有相當比重 投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AJ2,統一全球動態多重資產基金-累積型(美元),"40,254,366","105,982.87",25
,(本基金有相當比重 投資於非投資等級之高風險債券),,,
AJ2,統一全球動態多重資產基金-月配型(美元),"10,584,730","33,537.57",10
,(本基金有相當比重 投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AJ2,統一全球動態多重資產基金-累積型(人民幣),"6,173,679","108,041.85",8
,(本基金有相當比重 投資於非投資等級之高風險債券),,,
AJ2,統一全球動態多重資產基金-月配型(人民幣),"6,650,372","139,928.48",8
,(本基金有相當比重 投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AE22,統一全球債券組合基金,"210,628,816","16,877,878.23",350
,(本基金有一定比例投資高收益債券基金),,,
AA2,統一強漢基金(新台幣),"8,643,406,620","144,752,357.34","13,851"
AA2,統一強漢基金(美元),"361,743,854","516,483.99",78
AA2,統一強漢基金(人民幣),"618,075,138","5,464,719.26",30
AA1,統一台灣動力基金,"1,951,786,836","43,937,528.52","5,429"
AA2,統一大東協高股息基金(新台幣),"485,667,363","42,896,347.03","1,539"
AA2,統一大東協高股息基金(美元),"26,616,149","78,498.95",18
AA2,統一大東協高股息基金(人民幣),"7,607,258","143,312.46",10
AH21,統一NYSE FANG+ ETF基金,"7,596,770,321","147,994,000.00","21,165"
AA1,統一奔騰基金,"5,921,520,068","37,350,112.61","8,730"
AH22,統一彭博10年期以上Aa至A級美元優質公司債券ETF基金,"145,256,134","4,134,000.00",52
AA2,統一全球智聯網AIoT基金(新台幣),"4,140,098,740","205,328,372.95","9,307"
AA2,統一全球智聯網AIoT基金(美元),"416,255,201","667,667.26",91
AA2,統一全球智聯網AIoT基金(人民幣),"113,692,363","1,304,554.11",35
AA1,統一統信基金,"1,058,445,333","15,247,553.72","2,808"
AA1,統一經建基金,"1,413,630,246","13,530,626.84","3,331"
AA1,統一黑馬基金,"6,442,336,021","40,158,440.80","10,392"
AA1,統一龍馬基金,"1,618,669,713","10,775,344.10","3,694"
AD1,統一強棒貨幣市場基金,"33,448,413,271","1,982,428,827.79","1,091"
AA1,統一中小基金,"1,274,665,746","22,998,114.52","3,822"
統一投信,,"102,842,471,834","3,391,154,122.16","144,149"
AA1,富邦基金A類型,"2,142,662,678","71,666,377.50","1,282"
AA1,富邦基金I類型,"468,511,687","14,929,147.60",3
AA1,富邦台灣心基金,"718,525,546","12,786,576.40",849
AA1,富邦精銳中小基金,"1,278,522,163","44,811,202.20","1,514"
AC21,富邦全球投資等級債券基金-A類型(新台幣),"91,805,768","8,352,616.90",37
AC21,富邦全球投資等級債券基金-B類型(新台幣),"30,292,210","3,426,087.30",18
AC21,富邦全球投資等級債券基金-A類型(美元),"208,077,937","19,436,223.10",6
AC21,富邦全球投資等級債券基金-B類型(美元),"571,820","59,462.90",3
AC21,富邦全球投資等級債券基金-A類型(人民幣),"386,278,334","30,805,743.90",6
AC21,富邦全球投資等級債券基金-B類型(人民幣),"843,064","83,439.10",4
AC21,富邦全球投資等級債券基金-R類型(新台幣),"411,711","37,445.00",1
AH21,富邦上証180基金,"5,097,202,262","137,772,000.00","14,943"
AC23,富邦策略高收益債券基金-A類型(新台幣),"40,561,759","3,028,015.00",38
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,富邦策略高收益債券基金-B類型(新台幣),"116,694,669","12,742,003.00",34
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,富邦策略高收益債券基金-C類型(新台幣),"7,520,366","941,518.10",8
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,富邦策略高收益債券基金-A類型(美元),"21,000,566","1,773,280.50",5
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,富邦策略高收益債券基金-C類型(美元),"15,793,188","2,156,176.90",2
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AH11,富邦台灣釆吉50基金,"19,549,483,371","238,540,000.00","127,981"
AC21,富邦中國債券傘型之富邦中國優質債券基金-A類型(人民幣),"72,720,546","1,310,946.55",73
AC21,富邦中國債券傘型之富邦中國優質債券基金-B類型(人民幣),"68,289,229","1,589,810.90",10
,(本基金之配息來源可能為本金),,,
AC21,富邦中國債券傘型之富邦中國優質債券基金-A類型(美元),"96,034,493","1,864,952.31",9
AC21,富邦中國債券傘型之富邦中國優質債券基金-B類型(美元),"11,697,779","286,668.39",5
,(本基金之配息來源可能為本金),,,
AC23,富邦中國債券傘型之富邦中國高收益債券基金-A類型(人民幣),"86,924,327","1,905,172.12",73
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,富邦中國債券傘型之富邦中國高收益債券基金-B類型(人民幣),"352,374,554","13,409,182.40",23
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,富邦中國債券傘型之富邦中國高收益債券基金-A類型(美元),"80,191,605","1,852,055.19",14
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,富邦中國債券傘型之富邦中國高收益債券基金-B類型(美元),"69,855,586","2,684,949.42",12
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AD2,富邦中國貨幣市場基金-新台幣,"347,035,835","31,776,139.48",52
AD2,富邦中國貨幣市場基金-人民幣,"229,576,806","4,309,495.12",43
AH23,富邦中國ETF傘型基金之富邦上証180單日正向兩倍基金,"10,781,807,490","196,458,000.00","6,207"
AH23,富邦中國ETF傘型基金之富邦上証180單日反向一倍基金,"344,593,118","87,256,000.00","1,645"
AJ2,富邦中國多重資產型基金-A類型(新台幣),"151,410,711","11,509,574.35",118
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,富邦中國多重資產型基金-B類型(新台幣),"47,068,904","4,430,352.21",35
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,富邦中國多重資產型基金-A類型(人民幣),"62,881,355","954,892.84",34
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,富邦中國多重資產型基金-B類型(人民幣),"56,367,264","1,053,155.69",7
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,富邦中國多重資產型基金-A類型(美元),"34,973,364","88,990.65",6
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,富邦中國多重資產型基金-B類型(美元),"16,931,197","53,488.57",3
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AH21,富邦深証100基金,"1,847,528,051","110,903,000.00","8,067"
AH23,富邦日本ETF傘型基金之富邦日本東証單日正向兩倍基金,"340,981,388","11,419,000.00",516
,(本基金採匯率避險),,,
AH23,富邦日本ETF傘型基金之富邦日本東証單日反向一倍基金,"249,516,658","24,758,000.00",973
,(本基金採匯率避險),,,
AH21,富邦日本東証基金,"552,348,750","20,997,000.00","2,718"
,(本基金採匯率避險),,,
AH21,富邦印度ETF傘型基金之富邦印度NIFTY基金,"554,647,485","19,535,000.00","5,377"
AH23,富邦印度ETF傘型基金之富邦印度NIFTY單日反向一倍基金,"196,376,126","23,466,000.00",695
AH23,富邦印度ETF傘型基金之富邦印度NIFTY單日正向兩倍基金,"850,186,443","19,403,000.00","1,218"
AH21,富邦NASDAQ-100基金,"3,743,211,520","64,029,000.00","9,555"
AH23,富邦恒生國企ETF傘型基金之富邦恒生國企單日反向一倍基金,"112,844,111","8,124,000.00",74
AH23,富邦恒生國企ETF傘型基金之富邦恒生國企單日正向兩倍基金,"488,595,183","35,465,000.00","1,073"
AH23,富邦NASDAQ-100 ETF傘型基金之富邦NASDAQ-100單日反向一倍基金,"1,059,764,889","218,884,000.00","3,062"
,(本基金採匯率避險),,,
AH23,富邦NASDAQ-100 ETF傘型基金之富邦NASDAQ-100單日正向兩倍基金,"2,313,633,378","18,145,000.00","1,111"
,(本基金採匯率避險),,,
AH13,富邦臺灣加權ETF傘型基金之富邦臺灣加權單日正向兩倍基金,"3,948,924,060","69,286,000.00",499
AH13,富邦臺灣加權ETF傘型基金之富邦臺灣加權單日反向一倍基金,"1,727,663,297","544,511,000.00","4,462"
AH21,富邦恒生國企ETF基金,"157,797,078","10,983,000.00","1,617"
AJ2,富邦歐亞絲路多重資產型基金-A類型(新台幣),"95,987,672","8,805,617.58",24
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,富邦歐亞絲路多重資產型基金-B類型(新台幣),"21,885,066","2,235,637.63",5
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,富邦歐亞絲路多重資產型基金-A類型(人民幣),"23,534,105","533,237.50",9
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,富邦歐亞絲路多重資產型基金-B類型(人民幣),"21,640,021","542,686.75",7
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,富邦歐亞絲路多重資產型基金-A類型(美元),"40,465,988","108,613.56",12
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,富邦歐亞絲路多重資產型基金-B類型(美元),"29,131,940","86,932.87",7
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AH11,富邦臺灣公司治理100基金,"13,995,176,046","389,780,000.00","80,519"
AH22,富邦美國政府債券ETF傘型基金之富邦美國政府債券1-3年期基金,"13,476,092,703","368,576,000.00","1,575"
AH22,富邦美國政府債券ETF傘型基金之富邦美國政府債券7-10年期基金,"445,444,841","12,186,000.00","2,511"
AH22,富邦美國政府債券ETF傘型基金之富邦美國政府債券20年期以上基金,"27,397,833,282","635,181,000.00","3,767"
AH21,富邦富時歐洲ETF基金,"203,641,644","8,460,000.00",859
AH21,富邦標普美國特別股ETF基金,"4,515,938,247","269,605,000.00","15,861"
AH22,富邦中國政策金融債券ETF基金,"23,110,774,178","1,148,001,000.00","1,226"
AH11,富邦台灣科技指數基金,"7,122,206,027","53,000,000.00","14,115"
AA2,富邦大中華成長基金-(新台幣),"1,239,333,001","111,666,522.20","1,968"
AA2,富邦大中華成長基金-(美元),"202,959,610","18,294,942.10",13
AH11,富邦台灣ETF傘型基金之富邦台灣摩根指數股票型基金,"457,091,919","4,527,000.00",184
AH11,富邦道瓊臺灣優質高息30ETF基金,"1,602,745,691","80,544,000.00","20,212"
AH11,富邦臺灣中小A級動能50ETF基金,"1,143,838,872","26,966,000.00","9,137"
AH22,富邦全方位入息ETF傘型基金之富邦彭博巴克萊優選1-5年高收益債券ETF基金,"353,647,018","9,628,000.00",910
,(本基金主要係投資於非投資等級之高風險債券),,,
AH22,富邦全方位入息ETF傘型基金之富邦彭博巴克萊10年期(以上)BBB美元息收公司債券ETF基金,"35,044,713,421","741,971,000.00",715
AC21,富邦六年到期新興市場債券基金-美元,"1,248,570,575","3,752,953.85",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,富邦六年到期新興市場債券基金-人民幣,"1,206,507,003","22,361,492.36",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AH22,富邦多元收益ETF傘型基金之富邦中國政策金融債券0-1年ETF基金,"165,604,397","4,016,000.00",46
AH22,富邦多元收益ETF傘型基金之富邦彭博巴克萊9-35年A級美元息收公司債券ETF基金,"38,830,441,808","890,464,000.00",645
AJ2,富邦AI智能新趨勢多重資產型基金-A類型(新台幣),"690,291,312","35,731,359.39",157
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,富邦AI智能新趨勢多重資產型基金-N類型(新台幣),"59,310,594","3,070,076.90",7
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,富邦AI智能新趨勢多重資產型基金-A類型(人民幣),"202,905,956","2,293,782.86",9
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,富邦AI智能新趨勢多重資產型基金-N類型(人民幣),"92,665,546","1,047,605.27",2
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,富邦AI智能新趨勢多重資產型基金-A類型(美元),"1,009,862,496","1,699,521.41",20
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,富邦AI智能新趨勢多重資產型基金-N類型(美元),"230,295,693","387,561.06",3
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AH21,富邦多元收益ⅡETF傘型基金之富邦中國中証中小500ETF基金,"258,290,532","10,531,000.00","1,135"
AH22,富邦多元收益ⅡETF傘型基金之富邦中國美元投資等級債券ETF基金,"109,326,859","2,993,000.00",75
AH22,富邦多元收益ⅡETF傘型基金之富邦全球金融業10年以上美元投等債券ETF基金,"14,105,075,588","332,966,000.00",128
AH22,富邦多元收益ⅢETF傘型基金之富邦彭博巴克萊歐洲區美元7-15年期銀行債ETF基金,"2,833,369,291","77,350,000.00",108
AH22,富邦多元收益ⅢETF傘型基金之富邦中國以外新興市場美元5年以上投資等級債券ETF基金,"6,464,458,063","177,551,000.00",248
AC21,富邦多元收益Ⅳ傘型基金之富邦三年到期亞洲美元債券基金-A類型(新台幣),"731,894,589","82,172,718.90",56
,(本基金有一定比重投資於非投資等級之高風險債券),,,
AC21,富邦多元收益Ⅳ傘型基金之富邦三年到期亞洲美元債券基金-B類型(新台幣),"370,766,637","44,247,000.00",11
,(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,富邦多元收益Ⅳ傘型基金之富邦三年到期亞洲美元債券基金-A類型(人民幣),"146,177,982","3,547,761.24",6
,(本基金有一定比重投資於非投資等級之高風險債券),,,
AC21,富邦多元收益Ⅳ傘型基金之富邦三年到期亞洲美元債券基金-B類型(人民幣),"17,216,241","445,563.30",5
,(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,富邦多元收益Ⅳ傘型基金之富邦三年到期亞洲美元債券基金-A類型(美元),"1,349,098,108","4,958,603.67",16
,(本基金有一定比重投資於非投資等級之高風險債券),,,
AC21,富邦多元收益Ⅳ傘型基金之富邦三年到期亞洲美元債券基金-B類型(美元),"230,907,471","902,571.69",5
,(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AA1,富邦高成長基金,"1,815,571,840","31,352,275.20","1,828"
AA1,富邦科技基金,"610,739,048","10,505,963.30","2,799"
AA1,富邦台灣永續發展高股息基金-A類型,"1,948,620,632","121,936,710.30",676
AA1,富邦台灣永續發展高股息基金-B類型,"952,862,017","59,754,216.30",215
AH21,富邦富時越南ETF基金,"13,074,122,289","739,738,000.00","82,486"
AH11,富邦台灣核心半導體ETF基金,"7,341,582,690","421,292,000.00","57,691"
AH21,富邦未來車ETF基金,"6,989,795,691","385,416,000.00","57,961"
AH21,富邦基因免疫生技ETF基金,"4,220,754,109","322,512,000.00","25,467"
AH11,富邦特選台灣高股息30ETF基金,"19,388,423,820","1,262,525,000.00","111,380"
AA1,富邦精準基金,"1,664,540,451","15,592,547.10","1,564"
AA1,富邦長紅基金,"1,766,561,368","11,809,238.20","1,291"
AD1,富邦吉祥貨幣市場基金,"33,293,481,691","2,103,329,935.20",471
AG,富邦全球不動產基金-(新台幣),"104,650,275","10,385,977.20",392
AG,富邦全球不動產基金-(美元),"86,771,718","9,192,358.90",4
富邦投信,,"355,385,107,351","13,264,580,125.38","696,665"
AA1,摩根台灣增長基金,"1,432,927,587","17,655,372.70","3,195"
AA2,摩根東方內需機會基金,"922,520,344","41,471,337.60","2,908"
AA2,摩根金龍收成基金,"588,411,808","18,701,948.00","1,417"
AB1,摩根平衡基金,"2,438,766,005","54,837,742.50","3,161"
AA2,摩根東方科技基金,"4,252,996,274","80,777,406.50","10,738"
AB2,摩根亞太高息平衡基金-累積型,"828,057,111","56,733,866.30","1,301"
AB2,摩根亞太高息平衡基金-季配息型,"151,328,367","14,964,127.70",88
,(本基金之配息來源可能為本金),,,
AA2,摩根中國亮點基金,"1,612,262,562","99,605,226.20","3,917"
AA1,摩根台灣金磚基金-累積型,"2,923,516,976","72,450,726.90","8,794"
AA1,摩根台灣金磚基金-機構法人型,0,0.00,0
AA2,摩根新金磚五國基金,"765,184,860","63,137,074.60","3,343"
AE22,摩根總收益組合基金-累積型,"858,175,753","76,097,726.20","1,394"
AE22,摩根總收益組合基金-月配息型,"97,396,963","11,347,827.90",214
,(本基金之配息來源可能為本金),,,
AE22,摩根總收益組合基金-累積型(美元),"15,585,162","56,395.73",5
AC23,摩根新興市場高收益債券基金-累積型,"200,993,085","18,810,722.70",693
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,摩根新興市場高收益債券基金-月配息型,"509,181,935","87,820,340.20",610
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,摩根新興市場高收益債券基金-月配息型(美元),"3,854,756","17,670.77",6
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,摩根新興市場高收益債券基金-月配息型(人民幣),"26,230,670","770,015.11",11
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,摩根亞洲總合高收益債券基金-累積型,"424,043,723","36,802,392.00",695
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,摩根亞洲總合高收益債券基金-月配息型,"1,093,510,493","167,047,225.70","1,334"
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,摩根亞洲總合高收益債券基金-月配息型(美元),"27,982,307","141,554.85",11
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,摩根亞洲總合高收益債券基金-月配息型(人民幣),"31,518,243","928,554.42",20
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AA2,摩根全球創新成長基金-累積型,"2,715,984,943","131,823,562.00","5,886"
AA2,摩根全球創新成長基金-累積型(美元),"104,476,923","345,576.98",12
AA2,摩根中國A股基金,"9,766,483,065","415,165,556.30","8,903"
AA2,摩根中國A股基金(美元),"4,774,205,275","8,376,997.48",93
AA2,摩根泛亞太股票入息基金-累積型,"202,880,727","16,317,677.20",360
AA2,摩根泛亞太股票入息基金-月配息型,"388,745,721","41,992,369.10",738
,(本基金之配息來源可能為本金),,,
AA2,摩根泛亞太股票入息基金-月配息型(美元),"62,598,920","224,976.96",19
,(本基金之配息來源可能為本金),,,
AA2,摩根泛亞太股票入息基金-月配息型(人民幣),"82,812,679","1,848,158.34",24
,(本基金之配息來源可能為本金),,,
AE23,摩根多元入息成長基金-累積型,"5,561,827,068","415,115,428.60","2,222"
AE23,摩根多元入息成長基金-月配息型,"3,245,153,968","329,864,802.30","2,574"
,(本基金之配息來源可能為本金),,,
AE23,摩根多元入息成長基金-月配息型(美元),"298,206,542","997,899.89",28
,(本基金之配息來源可能為本金),,,
AE23,摩根多元入息成長基金-月配息型(人民幣),"1,575,346,385","32,437,589.09",49
,(本基金之配息來源可能為本金),,,
AE23,摩根多元入息成長基金-累積型(美元),"103,040,099","299,938.92",18
AB2,摩根新興雙利平衡基金-累積型,"199,455,142","17,814,932.40",488
,(本基金主要係投資於非投資等級之高風險債券),,,
AB2,摩根新興雙利平衡基金-月配息型,"243,217,746","28,563,710.00",541
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,摩根新興雙利平衡基金-月配息型(美元),"11,096,913","41,995.67",8
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,摩根新興雙利平衡基金-月配息型(人民幣),"36,520,374","859,209.79",19
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,摩根中國雙息平衡基金-累積型,"1,464,350,831","100,596,402.40","1,239"
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AB2,摩根中國雙息平衡基金-月配息型,"1,550,563,283","136,973,014.00","1,047"
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,摩根中國雙息平衡基金-累積型(人民幣),"475,362,686","5,818,769.27",56
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AB2,摩根中國雙息平衡基金-月配息型(人民幣),"978,792,623","16,834,683.57",47
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,摩根中國雙息平衡基金-月配息型(美元),"746,741,236","2,580,156.78",33
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AA2,摩根環球股票收益基金-累積型,"582,074,242","40,638,000.50",657
AA2,摩根環球股票收益基金-月配息型,"545,951,380","49,499,443.90",824
,(本基金之配息來源可能為本金),,,
AA2,摩根環球股票收益基金-月配息型(美元),"111,287,921","316,548.65",12
,(本基金之配息來源可能為本金),,,
AA2,摩根環球股票收益基金-月配息型(人民幣),"131,011,645","2,391,517.13",14
,(本基金之配息來源可能為本金),,,
AA2,摩根絕對日本基金,"1,064,870,619","58,017,033.90","2,116"
AA2,摩根新興35基金,"3,995,181,666","257,150,922.00","7,183"
AA2,摩根新絲路基金,"663,605,092","65,359,083.40","2,532"
AA2,摩根大歐洲基金,"3,012,184,675","147,430,660.90","10,788"
AA1,摩根中小基金,"1,351,766,351","28,156,613.30","3,279"
AA2,摩根新興日本基金,"617,736,359","21,097,846.90","2,466"
AA1,摩根新興科技基金,"6,114,987,966","51,642,103.90","10,901"
AA2,摩根亞洲基金,"4,590,987,702","65,008,826.20","10,097"
AD1,摩根第一貨幣市場基金,"4,304,228,919","283,068,462.00","1,799"
AA2,摩根龍揚基金,"6,020,279,394","127,885,509.10","13,222"
AB2,摩根全球平衡基金,"740,425,019","46,892,002.20","2,089"
摩根投信,,"87,638,887,083","3,869,623,235.60","136,238"
AA1,華南永昌永昌基金,"1,015,588,409","22,187,433.60","2,095"
AD1,華南永昌麒麟貨幣市場基金,"10,024,880,366","829,316,754.70",439
AA2,華南永昌中國A股基金(新台幣),"584,878,188","33,926,510.70","1,010"
AA2,華南永昌中國A股基金(人民幣),"5,355,745","98,117.90",6
